,label,PCA_feature_110,PCA_feature_124,PCA_feature_114,PCA_feature_18,PCA_feature_37,PCA_feature_44,PCA_feature_109,PCA_feature_86,PCA_feature_112,PCA_feature_8,PCA_feature_115,PCA_feature_107,PCA_feature_131,PCA_feature_41,PCA_feature_27
18,0.0,-0.12909375537234935,0.057071275959497444,0.034452151130552444,5.1415344062944,-0.023247083932112167,0.7327720185067534,0.1359711462885195,0.26398266846522805,0.010679654791611981,-1.9971594453585753,0.02381930041886271,-0.1084045786985442,2.4980018054066022e-15,-0.935644831275296,1.6417381629296803
19,1.0,-0.057142767595091515,-0.03728461119370999,-0.2736709563013546,0.36368221946763374,-0.4782620726620181,-0.7449823121747425,-0.16644054450595458,-0.3205837734477053,0.061258980952904996,-3.689117861866493,-0.11526823976560926,-0.24883600201932435,-3.885780586188048e-16,-0.8007836789091661,0.505891412070713
19,0.0,-0.02363298277805681,-0.026051436346107237,0.03739726256253495,2.4980545040703253,-0.3918073723710105,2.968164822771189,0.09062026720194355,0.10985756395945079,-0.23428237026214388,2.937124116767714,-0.2699595476404331,0.25028284922806276,2.7408630920433552e-15,0.8361835307338683,-1.6886894295049135
20,0.0,-0.10532655857130524,-0.04837546826176867,0.10019071588702423,-5.328769217892009,4.375450635767187,-0.009624453063001415,-0.12441215655071855,0.09210737169303229,0.3083180766018585,5.665692559462006,-0.5145239837868731,-0.12901140735349537,-1.7486012637846216e-15,0.09455696613324899,6.471631530394472
20,1.0,0.07419714007784775,0.0119373363600339,-0.18339343564655092,0.9365974672221542,-1.8696627393972256,0.4769258751017645,-0.28608405386225894,0.6170884285136131,-0.04234215393553364,-3.0160421516606855,-0.23564286414510133,-0.2636481668935566,1.9081958235744878e-16,-1.040011936113358,-0.494767377062586
21,0.0,-0.06241966574346752,0.05802715841093861,0.013010049219844444,0.044962607399231413,-0.4710713865311746,0.10279389500148317,0.011751999161189769,-0.106821465154859,-0.22339970465789094,10.271228410704339,0.08311230354109003,-0.2663454117708907,-2.96637714392034e-16,-1.5702124697809752,-1.900163733583397
21,1.0,-0.01983602481144363,-0.01143971581041281,-0.02646020485000178,1.9434117881204795,1.4133551140090328,-0.6356593372390775,-0.030128703926251665,0.03279845392449823,0.073070252500119,1.3285984032671507,0.03177943807182043,0.04090065383528396,-2.220446049250313e-16,-2.0848308867319743,0.9085888313539869
22,0.0,0.03635029298308398,-0.025384662350752762,-0.016284882884003482,4.406989974316851,1.2317507468373872,-1.169753001835292,0.03997533418181087,0.13061865204642548,-0.03316475576465109,-4.104162114477993,-0.0449121416527698,-0.07127491065966407,4.773959005888173e-15,0.7078802913550698,-1.2859137303089043
22,1.0,0.4687413999379916,-0.09758025710997045,0.36482806154985387,1.1445809743389956,1.4629983932747015,-0.5542047534088268,-0.05717798391715984,-0.701335645965705,-0.24507189294407122,-3.482447752424047,-0.04796581692571855,-0.6468408421506364,-2.3071822230491534e-16,1.05233092639105,-0.3834175468915744
23,1.0,-0.08590875357121099,-0.11251646525797443,0.10131852005086203,1.5615614769942185,0.14577992094277054,1.3952173649662465,0.10004108756878735,0.6651690541350556,0.2170886599612492,3.293398730539501,0.05055466581417864,-0.13129369964988963,-1.3183898417423734e-15,0.8757884946583259,-0.6101266847798118
23,0.0,1.264020702755107,0.7315940901046951,0.15406030243504976,-0.8214757577301456,-0.4975877006194904,0.32868460744596084,-0.806734488730298,-0.10027233189834059,-0.005025534201706955,-10.577262488579175,0.7565163147345035,0.7048580391816412,1.3877787807814457e-16,-0.045336051020664764,-0.8308415452205493
24,0.0,0.15877828030426866,0.05713676533806805,0.0672223056414179,1.2557439446253607,-1.377404563540532,2.0785132090790226,0.8921321758087525,-0.18629755356856084,0.1365220217595,-3.4289360864077385,0.08797889770300352,0.3736500088891467,6.192962809237201e-16,0.10367825348589321,-0.8805940648316175
24,1.0,-0.23220388897676209,0.10535074924233456,-0.16576584785781512,1.1663587516345184,0.6469671096329709,0.6822185909544284,0.0011696180312802118,0.5360523030566463,-0.09461950596129953,-1.7042836388739573,-0.19543484362705224,0.4105554276979599,-2.220446049250313e-16,-0.21744627862699187,-0.7287461566638884
25,0.0,-0.3313979082957506,-0.06422009161663572,0.37079656547161344,-1.4586055755469363,-1.4469091945577668,-0.6586910280983751,0.07942249692226833,-0.012879069596708315,0.3460874885156101,0.6700583428000273,0.24284242709801468,0.04300815640605726,3.95516952522712e-16,-0.5792020261545971,2.4192071002115205
27,0.0,-0.14443472927130985,0.08661938194678101,0.03922001430996687,-4.41274342598177,-0.45758409421705626,-2.841356457455276,-0.5823336273718236,0.24173093960249004,-0.20151469379875653,-1.541812822274666,0.07883130669776814,0.08508152765717755,1.4779844015322396e-15,0.9520717444308208,2.3305338107875944
27,1.0,0.07453453096330533,-0.04422522168394502,0.15237105067924062,0.5460458116527128,-1.7134480814857342,-0.026818925974915975,0.16314231235381557,0.11057217425939767,-0.0576037441006052,2.9169201768361015,0.01782256379187855,0.13423625598182082,3.191891195797325e-16,1.2072843434689713,-1.4791353478546383
28,0.0,0.038522105303214954,0.07636170065310915,0.02569938323364801,-6.549701342054454,0.9203742955587891,0.5164946074254173,0.2572126964523632,-0.10530608774161626,0.05601256262919729,-5.523167918371416,-0.1322304300617613,0.09958058742544798,6.522560269672795e-16,0.021550304394509556,-0.16871513767209323
28,1.0,0.0845736929293924,0.03601657564272332,0.031680937854888805,-2.4008791754485608,0.1927736274992003,0.6725947200739695,-0.07776643337320972,-0.15619019910032264,-0.03325882048549994,4.153087577820072,0.030584083119719704,0.10215865245293836,0.0,1.1355819344959364,-0.7881066050871885
29,1.0,-0.292339540889978,-0.13504519562665984,-0.12414686530516647,1.5436037729028012,0.6544570567543935,0.3850729093533239,0.26743155857141415,-0.4872919804967186,0.06244055793763428,-2.1059241246438116,0.29499858103700294,0.3060654722760521,-9.43689570931383e-16,-0.6789890228862265,-0.8542974668248593
29,0.0,0.01112112247610475,0.03560473067652878,-0.057505680811586635,1.6858333976988213,0.2663816268085033,0.7359307656967946,0.18678741684770483,0.4074843287333174,0.39820215329592223,6.5609545857155505,0.37193184365162285,0.14790802099336375,1.4849232954361469e-15,0.9168449321588701,0.6560847809257309
30,0.0,-0.07120111374966304,-0.012244056484214616,0.2138969766750117,0.7199265017252034,0.0861931438135436,-0.4317857795664256,0.045157600809239945,0.0896882571813365,0.21682115378943645,3.090010658053702,0.16904962074088647,-0.1982152420439582,1.762479051592436e-15,0.6000729902552493,-1.2697689659664937
31,1.0,0.08575318700242152,0.04204446841983195,0.01755732090498785,0.6673010284851765,2.365061204478784,-1.2030775138156606,-0.04397562923964016,-0.07631591665735504,0.03815957227722544,14.236376579222185,-0.007518753107633058,0.012328544606951541,1.27675647831893e-15,1.0385918287051463,-1.5037245884234065
32,1.0,-0.0018120722334286632,0.25984625758900326,0.06947908185137625,-0.23697190135634344,-0.6597780425336076,-1.0484327360881986,0.5580696180650453,0.42199295670192827,-0.45629046939610973,-2.5007391042773133,0.4661480271270467,0.25896607333640487,-1.9446250165700008e-15,-1.624756336937358,2.220164032836566
33,1.0,-0.042092986575974344,-0.0350264406170662,0.11434159204428584,-0.22668973913609558,-1.1327741758589103,-0.9646011824725477,-0.010758025674613786,-0.11554108424212162,0.017155611430174564,-1.2056111839741006,-0.07225674680685451,-0.0070804640754183745,-7.979727989493313e-16,-0.20713941212793174,2.1357976524534705
34,1.0,-0.03024005028383764,-0.009262856979247794,-0.047986663702780305,-1.5069906414457859,1.5558700103070267,1.2967305347652018,-0.15425696728058752,0.36561971221984646,0.02786535618614433,-5.324218294725563,0.08004042472135858,-0.10302787491021159,-1.0685896612017132e-15,-0.7355319244939398,1.0630154775887486
34,0.0,-0.04507721864526898,0.05920287780935457,-0.03328324993050247,3.401911933380664,-0.24567805098634796,-0.3732944031372787,0.02905241736365104,-0.31711417892117866,0.0864703322378364,0.32827995486706624,0.0522164570502715,0.16731510405443734,1.0547118733938987e-15,-0.8961346692187137,3.0765150943492245
35,0.0,0.032604952318085245,0.04699783185968626,0.024930527520994034,1.3629133139930865,-1.1163629560344042,-3.104178926090403,0.02993439751626288,0.5946632357169646,-0.017780933850996862,4.870866824287693,-0.06300930874856292,0.2041881651177905,2.2898349882893854e-16,2.459612042749827,-2.9040722575046036
35,1.0,-0.18551812944604357,0.12692615288652048,0.15012295031180173,1.3449070481904708,1.1928125028897496,1.5737671458626123,-0.12754428645140253,-0.2538587342296524,-0.09182613051541916,-2.1160797878770774,-0.07746172007570035,-0.23962621153934305,-9.43689570931383e-16,1.683470489965875,-0.010212223646321905
36,0.0,0.0699601369028186,0.14100189596092572,0.16634528610376034,-5.194219785572889,1.9538420098650013,2.0770994421117805,-0.14094862838092082,-0.5718564957398566,0.18364670780643022,-2.672612882855481,-0.1991661832101552,0.6789063601847808,1.9845236565174673e-15,0.7115545939219907,-0.063880379331826
37,1.0,0.25213170866099277,0.3650211372137971,0.22556862109680054,-1.269745657197191,1.247127328963823,1.7230986162206197,-0.20283690065299426,0.42772479256583523,0.04290687513008416,0.645650641287127,0.1472817196011133,-0.5844665605741663,-8.326672684688674e-16,-2.2766983208680367,1.6963033285747917
37,0.0,-0.0892088312080839,-0.062160518416501054,-0.07110705039519172,3.524784790271124,4.705208665118295,-1.8968373683030992,0.04230714712913214,0.11442359144292198,-0.1957294188929497,-1.903693783973032,0.047774477155049594,-0.30435297068396977,2.192690473634684e-15,1.488677163923117,-1.4211457346070904
38,1.0,0.15471719184215044,-0.41421422479658204,0.7572562059658008,-2.065766924429949,0.6039888472076574,-0.18021471369385145,0.0902667799860088,-0.2606628450355511,-0.48999037976925,-8.606291065363276,-0.43633003483473565,0.44876599660008576,-4.440892098500626e-16,0.001217734455734476,1.3121016699843866
39,1.0,0.07119742951451674,-0.5683644517230515,0.04335495658199201,1.244988729188694,0.8346378986684939,-0.051292224690335675,-0.308020394953701,-0.27989752239436755,-0.26681570379225605,-3.1532509197388583,0.4825472244521691,0.08359796605031478,-6.661338147750939e-16,0.7529650037194219,1.6870275804569397
39,0.0,-0.2037876706304003,0.024059240233000906,-0.07182574816888829,0.8418371878368041,-2.4291998367984604,-2.4858092436207104,-0.15927209091200084,-0.16996596538141262,-0.24170519634140353,3.7189081686780607,0.3030806049358248,-0.16676019306488316,-1.7763568394002505e-15,-1.0787285458190463,0.2710994767382145
40,1.0,0.1451863534140584,-0.1868644363406736,0.44625259097785797,2.2825563527048858,-0.793475619484329,0.2993629479705008,0.04411214843797412,-0.44586237514728055,0.1841918075077667,-3.5537684893175134,-0.20009436174652168,-0.20765458476030071,-9.71445146547012e-17,-0.568012330320598,0.2550234715425076
41,0.0,-0.5315309386897226,0.34725401386059773,0.0934058061219796,1.91017764559355,0.42275327013481573,-0.38113312861407556,0.26141973724305234,0.5407851187816551,-0.5756349898257593,-1.47253209439021,-0.17616463513112376,-0.20045041780973186,1.491862189340054e-16,0.21333502344590158,1.0413780726940862
41,1.0,-0.5009203693904445,-0.0948521341937576,0.1615561666807987,0.3799275067203478,-1.5319061036570711,0.4079168995736919,-0.48353398977014417,1.7320112838594932,0.36482424634158417,0.027119785161540344,0.09510520337071116,0.4206975597938123,-3.0531133177191805e-16,0.14865144903333527,-0.4467345452824184
42,1.0,0.034110080407215915,0.04617702765760445,-0.17844101009729857,0.682631763826507,0.7197972811214245,-0.9076709616264045,0.27152106427234285,-1.154058143310313,-0.05590708953545209,-3.688552913588426,-0.4289123208373293,0.09239913205320202,1.2628786905111156e-15,0.8782419768484713,1.0492628816582537
42,0.0,-0.13330263656702251,0.4428667404161636,0.9419591063565933,-0.5067325334633035,-1.8832429728005264,0.34908882179272116,0.2873424088489841,-0.6381819449889241,0.018988107541315302,-1.3935586423308512,0.4258936889953439,0.43165151629986537,5.551115123125783e-17,-0.8939711857557976,-0.2928802915798742
43,1.0,0.05606695936093109,0.00990845529157347,-4.026722535066529e-05,-3.564168835243787,-1.027900829801533,-0.2796189427166569,0.032285216229829605,-0.16061230512785352,-0.031933695174804544,7.9367752611729525,0.01303076076461801,0.054933585298117205,-6.661338147750939e-16,-0.18725333168647573,-0.7334659580828491
43,0.0,0.5106195991387426,-0.24322087126497924,0.038438513673068844,4.461918511304799,0.02749287100487602,0.29359601088779086,-0.049915163366975795,0.37272356274889856,0.0012555138171546631,7.9841416513384385,-0.17278653104223302,0.19711549068036233,1.2906342661267445e-15,-2.230493929301325,0.32919027031295617
45,1.0,-0.3668494595690226,0.04777210094840201,-0.5805824115621223,-0.21159727548656898,0.649254282855656,1.098363067775132,0.37943619782200594,-0.1210637351957287,-0.5508107074837533,-3.9569252860845423,-0.013216364634644928,0.7564602137795616,-5.828670879282072e-16,0.09047512881998265,0.03835544127580964
46,0.0,-0.11825604136974649,0.010525359057296485,-0.18218758967160842,1.8704265691652568,1.4659069798311053,-0.9466159505504318,0.08246185721391686,-0.06741103938869125,-0.4027542779850167,6.067421300390601,0.151103878207278,-0.16401124609573695,8.743006318923108e-16,3.3209486608273786,2.535709153321054
47,0.0,0.05455085873787796,-0.03240256954639181,-0.4936500477875775,-0.339380525289806,-0.39982144442163536,-0.9882278968427425,0.14236865561451417,-0.6063131780603448,-0.7875922089297113,1.4883151233697647,0.09633765055182626,0.4456356357480561,3.3306690738754696e-16,0.40359863935748685,0.5511413923789119
49,0.0,0.05156775616262292,0.028449343749535005,-0.0893046143121965,-1.631602814294626,-2.8568170077185155,1.7560917316183808,-0.05876886573329676,0.22380401439321318,-0.14236958054509619,13.225209124631196,0.011074052296983217,-0.02428204401989406,-1.1379786002407855e-15,0.21230210359729867,1.5878347447436234
50,0.0,0.515600233664385,-0.23594252807648536,-0.4991108283422546,-4.070282305915688,-0.17808919986199695,0.29930784467818194,-0.6626961627311808,0.3146169355577775,0.3637215382515,-6.479888416620273,0.20468666071715758,-0.02170128106951546,1.1934897514720433e-15,0.9479959811731021,1.0296516080925107
50,1.0,0.05541613171457857,0.018121155782308704,-0.24407116169648102,2.56885499077767,-2.1924321249862286,1.516326063063848,-0.16137729749451615,-0.18119059549132477,-0.2103621798149034,-2.8005123564692997,0.327416461307095,-0.4717589023743909,-4.3021142204224816e-16,-0.8502286255768148,-1.3943151999340555
51,1.0,0.2617878982556966,-0.01343954496153843,-0.5280087217718735,-0.4671015754571811,-0.36790144769364874,-0.28611288491579556,-0.2834121652847472,-0.23597146475519992,0.12327511822495085,-1.1787197089170585,-0.3417707444126154,-0.322828016031992,7.91033905045424e-16,0.26792238190831963,0.12064180994881568
51,0.0,-0.01770773247608043,0.11722463925228836,-0.13458385474647655,3.169869306965737,-0.4296152918970779,1.6216562475878908,-0.07866704593228369,-0.31420821471232346,0.08392998223235193,16.67858090466152,0.034097573662095815,0.0716556919236071,2.9976021664879227e-15,-0.1412851714136496,2.2285962462437845
52,0.0,0.004263392329526494,-0.07738951064952218,0.08835942530883623,1.0652970693943207,-1.213897497471718,1.4663813778093404,-0.1704406108715222,0.19764004362668525,-0.005212736600119228,12.692709067109327,-0.16035732451859297,-0.05083968283111605,3.4555691641457997e-15,-0.5404621462486799,4.885506812685396
53,1.0,0.006005339834474599,-0.0028022342054604688,0.0008861003753797281,-0.5606259817507571,0.41958962340227,-0.33910607352830247,-0.0017296694790479017,0.011528548602963262,-0.003517684693154166,-8.466834734882218,0.002407407250011595,-0.0016289242975002782,9.43689570931383e-16,-0.014011390923031913,0.9026041555230745
53,0.0,0.07807216849101825,0.08057758180394836,0.1629074522151102,-0.19273182957466767,3.205587543912657,-1.4361090457752592,-0.011531966974676872,-0.33551141623389974,0.2259184918928343,1.2328088724234914,-0.04011710202444354,0.4230795234584631,1.0547118733938987e-15,-0.8104038369452101,-0.6450055060708544
54,1.0,0.537532690183429,0.22683609067318924,-0.1472206751859403,0.030051811782440027,-0.2551460780304323,1.0135631709557351,0.5416061871314961,-0.280016802447495,-0.047877225248990574,-7.595549253740666,-0.5396260674747684,-0.07930401132233955,3.3306690738754696e-16,0.8546494079710429,2.133698383060126
54,0.0,-0.08957246349108806,-0.06556134838463477,-0.029380532929356388,0.31645827782964325,-0.03278185190994884,-0.5217400604413096,0.8101231683447357,0.7756554805756494,-0.14696448654037753,-0.31509960090202344,0.7175127662727813,0.29271465435181454,1.5265566588595902e-16,0.568752705060223,-0.9234573280588162
55,0.0,0.08206011543621278,0.301807579058771,-0.10240692364111662,0.7177228258623297,-0.5664448176946968,-0.7857090729656012,0.017526612119323756,-0.23867068680416947,0.08493151460823872,-4.521150749031128,-0.041223520668208294,-0.061165078258427596,4.787836793695988e-16,-1.6595884322391041,0.0017494280708973686
55,1.0,-0.29652135403597535,-0.06280503532393807,0.03445232238732333,-1.0060810399941273,0.8872265255807533,1.2692087278529542,0.405913117393974,0.8096406780488729,0.2802324685131824,-5.646648509052137,0.041745160362837916,-0.5172130302102637,-1.0269562977782698e-15,1.0283231200651688,0.8030435661995098
56,1.0,0.037318841360953155,-0.01388143365090942,0.014474231378805297,-0.26204874638603437,0.3273219844089895,-0.9391949909694628,-0.03725629685180508,-0.020892787704220178,-0.07145887073869006,0.15671863513877476,-0.06509932426989061,0.0539141042278089,-1.1761425167122752e-15,-1.3156872120942738,0.33744390498531407
56,0.0,0.18319342419494467,-0.17425517491887993,-0.2760890428365623,-4.354389855569722,-2.119165555897781,0.10885778673558011,0.5309182344777329,0.1618504722515591,0.3907406032722768,-6.9621130839042005,-0.27427007164644207,0.5025710826034548,1.1830814106161824e-15,-0.23557493974652738,-0.7284433088295592
57,1.0,-0.5788856014869346,-0.17365576196237925,0.650737510047886,-1.7034745357059482,0.025662364429266282,0.7534034191094823,-0.04722876821827518,-0.33274188794420034,-0.05104575998481409,-3.673512550030584,0.4040179271196719,0.23182414885487446,-1.2177758801357186e-15,0.17428113377378435,2.7855512583845523
58,0.0,0.04524062458311395,-0.16215793761671238,0.06500972077836609,2.8411811575797614,-2.2137253322090893,-3.498115336408425,0.21914843018288624,-0.07717598565213735,0.1210921998932395,-8.348549437275645,0.07996677399460189,-0.4094815144780138,2.4980018054066022e-15,-1.8989907965321928,-1.2827657773942285
59,1.0,-0.05444212530138656,-0.02054971346454626,0.05664021652371609,2.78223789940897,0.5486382239188199,-0.6537128868216739,0.06302221184162471,-0.16183400427210282,-0.09194088056385086,5.725030194587733,-0.029783835958655025,-0.04443059286819456,-2.467210463708014e-15,3.4202189289016136,-0.7201232535021688
61,0.0,-0.03669978648843458,0.01294297574508313,-0.1688386466453859,-0.02702452892791188,2.3044909036135133,-0.8365563371656848,-0.047662811806649885,-0.07258709526366214,0.12265778613179759,-3.918584329319721,-0.053226107970990894,-0.22688968323821082,-1.6028844918025698e-15,0.23398541714169996,-1.2900759229889327
62,0.0,-0.049567184801588574,0.08886891015400669,-0.3136982561372556,1.4437184733652264,0.19812909011358787,-0.1832840457999303,-0.09090115139061822,0.2909085552872548,-0.18629892743993015,1.8128126790003016,0.02555724724044374,-0.32486837733976204,-1.1258355359089478e-15,-0.28946292710269206,-1.2850037021649248
62,1.0,-0.22058665230380944,0.14830717042283575,-0.10332024930282627,0.1585781379158151,-0.04078062463438675,-0.7353313346801361,-0.08306133474759278,0.19254459182183564,0.5599317133778857,-3.6980685734174052,0.3802365288120264,-0.37205315249161924,-5.551115123125783e-16,-0.5641934167315703,-0.3382977812278159
63,0.0,-0.19602646308120136,0.12847484530339034,0.24397012229749462,-0.8981879682574831,-0.19134651492970678,-0.9971714298839226,-0.09454036069725621,-0.5707999718427794,0.638900550740272,-4.004587493397128,-0.041084665409315796,-0.28145816568112425,2.2898349882893854e-15,1.5429516484037156,-0.4845232744959659
65,0.0,-0.08022489540530969,0.023718522871155112,0.20349319410105426,-3.431061438961853,-0.9593931334340675,0.1046664821965293,-0.6515152025352889,0.06673589451667045,-0.582342816131667,-3.5346579740717936,-0.1882002816549716,-0.2873134803265471,9.575673587391975e-16,0.80909509566077,-1.1143811069850453
67,0.0,-0.1315615094655821,-0.24293434749242526,0.3377599278126484,0.47298217676063686,1.06961965775808,-0.05589576248234432,-0.5711633243696781,1.2957144385158839,0.1610649974468973,-2.141102182422966,-0.37995166671372554,0.642124300926605,-6.505213034913027e-16,-0.13227777537446145,-2.986518243799517
68,0.0,-0.09117869024499554,-0.10979655532491372,0.041280796888486515,-2.774788253212124,-0.318187277677633,1.3188110359741236,0.16526357171411382,-1.0946434572214783,0.11695609096319481,5.360637708446033,-0.010276133575037483,0.048210285400256264,0.0,-0.7255070285784296,-0.6653211057351323
74,0.0,-0.026145702532490767,0.017194682415322418,0.21620636676877975,3.1934826818330917,-1.0143191730735406,-1.4321572797598694,-0.28636155661080587,0.31411852216526115,0.16886653311768607,6.247084890731374,-0.0923951428333884,-0.19372464612690032,1.3183898417423734e-15,1.115139659927388,-2.7967174150652254
76,0.0,0.18418414981246967,0.010311745290060625,-0.1719377183652594,-2.6648502814720665,0.838789807228812,1.0656381147661707,-0.3424701255078499,0.8433487005596958,0.036391781051534844,-7.7263549113919865,-0.1336797112979311,0.25444485798188743,1.9012569296705806e-15,1.6702508346297842,-0.4236390766350434
