,Number,PosNum,NegNum,AUC,95% CIs,Std,AUC-PR,Cutoff,MCC,Acc,Youden Index,Sen,Spe,PPV,NPV
Mean_PCA_RFE_13_SVM,672,336,336,0.9470,[0.9307-0.9633],0.0083,0.9363,0.5536,0.7768,0.8884,0.7768,0.8899,0.8869,0.8872,0.8896
Mean_PCA_RFE_13_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_14_SVM,672,336,336,0.9487,[0.9320-0.9655],0.0086,0.9320,0.5487,0.7946,0.8973,0.7946,0.8958,0.8988,0.8985,0.8961
Mean_PCA_RFE_14_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_15_SVM,672,336,336,0.9552,[0.9395-0.9709],0.0080,0.9390,0.4551,0.8215,0.9092,0.8185,0.9524,0.8661,0.8767,0.9479
Mean_PCA_RFE_15_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_16_SVM,672,336,336,0.9626,[0.9488-0.9764],0.0070,0.9557,0.6283,0.8337,0.9167,0.8333,0.9018,0.9315,0.9294,0.9046
Mean_PCA_RFE_16_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_17_SVM,672,336,336,0.9696,[0.9572-0.9820],0.0063,0.9625,0.6045,0.8602,0.9301,0.8601,0.9256,0.9345,0.9339,0.9263
Mean_PCA_RFE_17_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_18_SVM,672,336,336,0.9762,[0.9660-0.9865],0.0052,0.9744,0.3730,0.8721,0.9345,0.8690,0.9762,0.8929,0.9011,0.9740
Mean_PCA_RFE_18_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_19_SVM,672,336,336,0.9791,[0.9695-0.9886],0.0049,0.9745,0.4126,0.8744,0.9360,0.8720,0.9732,0.8988,0.9058,0.9711
Mean_PCA_RFE_19_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_20_SVM,672,336,336,0.9825,[0.9738-0.9912],0.0044,0.9762,0.3730,0.8905,0.9435,0.8869,0.9881,0.8988,0.9071,0.9869
Mean_PCA_RFE_20_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_1_SVM,672,336,336,0.5555,[0.5121-0.5990],0.0222,0.5534,0.5111,0.1189,0.5565,0.1131,0.7113,0.4018,0.5432,0.5819
Mean_PCA_Relief_1_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_2_SVM,672,336,336,0.5724,[0.5293-0.6156],0.0220,0.5639,0.4916,0.1192,0.5595,0.1190,0.5387,0.5804,0.5621,0.5571
Mean_PCA_Relief_2_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_3_SVM,672,336,336,0.7221,[0.6842-0.7600],0.0193,0.6924,0.4860,0.3448,0.6696,0.3393,0.7589,0.5804,0.6439,0.7065
Mean_PCA_Relief_3_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_4_SVM,672,336,336,0.7227,[0.6849-0.7606],0.0193,0.6939,0.4902,0.3452,0.6696,0.3393,0.7619,0.5774,0.6432,0.7080
Mean_PCA_Relief_4_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_5_SVM,672,336,336,0.7231,[0.6854-0.7609],0.0193,0.7067,0.5098,0.3304,0.6652,0.3304,0.6577,0.6726,0.6677,0.6628
Mean_PCA_Relief_5_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_6_SVM,672,336,336,0.7197,[0.6818-0.7576],0.0193,0.7037,0.4787,0.3302,0.6592,0.3185,0.7917,0.5268,0.6259,0.7166
Mean_PCA_Relief_6_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_7_SVM,672,336,336,0.7197,[0.6819-0.7576],0.0193,0.7046,0.5313,0.3397,0.6592,0.3185,0.4851,0.8333,0.7443,0.6181
Mean_PCA_Relief_7_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_8_SVM,672,336,336,0.7823,[0.7483-0.8163],0.0173,0.7648,0.5240,0.4174,0.7054,0.4107,0.6161,0.7946,0.7500,0.6742
Mean_PCA_Relief_8_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_9_SVM,672,336,336,0.8352,[0.8049-0.8655],0.0155,0.8061,0.5109,0.5365,0.7679,0.5357,0.7411,0.7946,0.7830,0.7542
Mean_PCA_Relief_9_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_10_SVM,672,336,336,0.8366,[0.8063-0.8668],0.0154,0.8064,0.4729,0.5556,0.7753,0.5506,0.8423,0.7083,0.7428,0.8179
Mean_PCA_Relief_10_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_11_SVM,672,336,336,0.8367,[0.8066-0.8669],0.0154,0.8074,0.4857,0.5564,0.7768,0.5536,0.8274,0.7262,0.7514,0.8079
Mean_PCA_Relief_11_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_12_SVM,672,336,336,0.8398,[0.8100-0.8696],0.0152,0.8182,0.4855,0.5571,0.7768,0.5536,0.8333,0.7202,0.7487,0.8121
Mean_PCA_Relief_12_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_13_SVM,672,336,336,0.8484,[0.8194-0.8775],0.0148,0.8303,0.5301,0.5783,0.7872,0.5744,0.7292,0.8452,0.8249,0.7573
Mean_PCA_Relief_13_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_14_SVM,672,336,336,0.8534,[0.8247-0.8821],0.0147,0.8324,0.4828,0.5955,0.7961,0.5923,0.8482,0.7440,0.7682,0.8306
Mean_PCA_Relief_14_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_15_SVM,672,336,336,0.8561,[0.8275-0.8847],0.0146,0.8294,0.4825,0.5972,0.7961,0.5923,0.8601,0.7321,0.7625,0.8396
Mean_PCA_Relief_15_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_16_SVM,672,336,336,0.8573,[0.8289-0.8858],0.0145,0.8287,0.4756,0.5921,0.7932,0.5863,0.8631,0.7232,0.7572,0.8408
Mean_PCA_Relief_16_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_17_SVM,672,336,336,0.8904,[0.8660-0.9149],0.0125,0.8707,0.5097,0.6404,0.8199,0.6399,0.8006,0.8393,0.8328,0.8080
Mean_PCA_Relief_17_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_18_SVM,672,336,336,0.8907,[0.8662-0.9151],0.0125,0.8694,0.4548,0.6430,0.8185,0.6369,0.8869,0.7500,0.7801,0.8690
Mean_PCA_Relief_18_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_19_SVM,672,336,336,0.8909,[0.8665-0.9153],0.0124,0.8697,0.4550,0.6457,0.8199,0.6399,0.8869,0.7530,0.7822,0.8694
Mean_PCA_Relief_19_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_20_SVM,672,336,336,0.9021,[0.8788-0.9253],0.0118,0.8830,0.4632,0.6839,0.8393,0.6786,0.9018,0.7768,0.8016,0.8878
Mean_PCA_Relief_20_DT,672,336,336,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
